step,train_loss,train_mae,train_rmse,train_r2,val_loss,val_mae,val_rmse,val_r2,lr
23,0.0063051042747027525,0.059746112674474716,0.0794060155749321,0.8712220788002014,0.005391296268881936,0.0562710203230381,0.07319473475217819,0.8905766606330872,0.001
24,0.005933113599308585,0.05830015242099762,0.0770263746380806,0.8788248896598816,0.005236335711455659,0.05480240657925606,0.07206719368696213,0.893921971321106,0.001
25,0.005680306980248866,0.0567307211458683,0.0753677636384964,0.8839871883392334,0.004529875409054129,0.04920964688062668,0.06711238622665405,0.9080067873001099,0.001
26,0.005714831712824486,0.05702872946858406,0.07559698075056076,0.8832805156707764,0.006009609879631745,0.06113230437040329,0.07748974114656448,0.8773581385612488,0.001
27,0.005558500711762365,0.056101273745298386,0.07455459982156754,0.8864771127700806,0.00414475131975977,0.046551354229450226,0.06429732590913773,0.9155623316764832,0.001
28,0.0053230654323261056,0.05473313853144646,0.07295960187911987,0.8912824988365173,0.0051880025696989735,0.054995082318782806,0.07187391072511673,0.8944901823997498,0.001
29,0.00502298615604089,0.053039003163576126,0.07087349146604538,0.8974106907844543,0.0076929046037165745,0.07241708040237427,0.08757458627223969,0.8433586359024048,0.001
30,0.005057654534185292,0.053245339542627335,0.07111779600381851,0.8967021703720093,0.00418451678399977,0.046544745564460754,0.06447108089923859,0.9151053428649902,0.001
31,0.004874844068111289,0.052186399698257446,0.0698203444480896,0.9004368782043457,0.0043791218317653004,0.04710741341114044,0.06592339277267456,0.9112375378608704,0.001
32,0.0049043127363735195,0.052062928676605225,0.07003043591976166,0.8998367786407471,0.01015254811040665,0.08536303043365479,0.10059547424316406,0.7933158278465271,0.001
33,0.004757223263282904,0.05134575068950653,0.06897184997797012,0.9028420448303223,0.0040230869413598585,0.044196952134370804,0.06332411617040634,0.9180991053581238,0.001
34,0.004601151423041253,0.049922361969947815,0.06783180683851242,0.9060273766517639,0.005902919379111968,0.06045452132821083,0.0766720324754715,0.8799328207969666,0.001
35,0.0043097059789344964,0.04904182627797127,0.06564772129058838,0.9119815230369568,0.004041678063865555,0.04627393186092377,0.06346539407968521,0.9177332520484924,0.001
36,0.00435271561333297,0.04886168614029884,0.06597505509853363,0.9111015796661377,0.003796074698728166,0.04304805397987366,0.06150716170668602,0.9227316379547119,0.001
37,0.004122802276701835,0.04754709079861641,0.06420747935771942,0.9158012270927429,0.007212825658682145,0.07002865523099899,0.08483535796403885,0.8530044555664062,0.001
38,0.003964014676393278,0.04649314284324646,0.06296120584011078,0.9190381169319153,0.004197525632518686,0.04699205979704857,0.06469257175922394,0.9145210385322571,0.001
39,0.003874761318075377,0.04571821913123131,0.062247611582279205,0.9208629131317139,0.004808787820174506,0.05278969556093216,0.06912840157747269,0.9023969769477844,0.001
40,0.0037993518901276307,0.04533248767256737,0.061639487743377686,0.9224016070365906,0.007244158217585401,0.06903979927301407,0.08500252664089203,0.8524245619773865,0.001
41,0.0037561175944721137,0.045183636248111725,0.061287544667720795,0.9232852458953857,0.007956553471127623,0.07367295026779175,0.08911202847957611,0.8378103971481323,0.001
42,0.003695969301082144,0.04466746002435684,0.06079519912600517,0.9245128035545349,0.0038821777010238485,0.04352084919810295,0.06208041310310364,0.9212846159934998,0.001
43,0.003592544950969867,0.04419589787721634,0.05993884801864624,0.9266244173049927,0.00647815400244374,0.06523679941892624,0.08036231249570847,0.8680968284606934,0.001
44,0.0036826874660765563,0.04449288174510002,0.0606854110956192,0.9247851967811584,0.006326763964209117,0.06348394602537155,0.07928598672151566,0.8716064691543579,0.001
45,0.003480097186757914,0.04313338175415993,0.05899164080619812,0.9289252161979675,0.008063615691897116,0.07334137707948685,0.08974791318178177,0.835487425327301,0.001
46,0.003414563562771018,0.042557794600725174,0.05843351408839226,0.9302637577056885,0.004198771754377766,0.04656899720430374,0.06466052681207657,0.9146057367324829,0.001
47,0.0032446808541106097,0.04141002893447876,0.05696212500333786,0.9337315559387207,0.006438249746631635,0.06424858421087265,0.08006110787391663,0.8690837621688843,0.001
48,0.002987240271599051,0.040087293833494186,0.054656676948070526,0.9389871954917908,0.003836756804957986,0.043831076472997665,0.06176669895648956,0.9220781922340393,0.0005
49,0.0029274709514911044,0.0393386073410511,0.05410704016685486,0.9402081370353699,0.003740180394073066,0.042864780873060226,0.061017218977212906,0.9239577054977417,0.0005
50,0.002674578184311922,0.037650998681783676,0.05171585455536842,0.9453761577606201,0.003619367734676129,0.0423240028321743,0.060060765594244,0.9263229966163635,0.0005
51,0.002691191033578959,0.03759100288152695,0.051876336336135864,0.9450366497039795,0.0038457813942314764,0.043869081884622574,0.06180674582719803,0.9219771027565002,0.0005
52,0.002806998107226053,0.03829928860068321,0.052980635315179825,0.9426717162132263,0.0037355027284081046,0.04273494705557823,0.06090392544865608,0.9242398142814636,0.0005
53,0.002581865482201062,0.03677907958626747,0.05081261321902275,0.9472675919532776,0.0034403443508046238,0.0399618074297905,0.05846342816948891,0.9301897883415222,0.0005
54,0.0025625579338833288,0.0366862416267395,0.05062168091535568,0.9476631283760071,0.003941390871707546,0.04517118260264397,0.0626513808965683,0.9198300242424011,0.0005
55,0.0024604867806270617,0.03601023182272911,0.049603573977947235,0.9497471451759338,0.004050933094205041,0.04570724815130234,0.06350599974393845,0.9176279306411743,0.0005
56,0.0024892707377197156,0.0361684113740921,0.04989190027117729,0.9491612911224365,0.005234064166679194,0.056343693286180496,0.07217257469892502,0.893611490726471,0.0005
57,0.002544152248031991,0.03665587306022644,0.05043875426054001,0.9480407238006592,0.005319178104400635,0.05501233786344528,0.07278188318014145,0.8918075561523438,0.0005
58,0.0023374072496385482,0.034918155521154404,0.048346471041440964,0.9522619843482971,0.004351088654642042,0.04877718538045883,0.06581276655197144,0.9115352034568787,0.0005
59,0.0023452475676375545,0.03508767485618591,0.04842844977974892,0.9520999789237976,0.004066135538251777,0.04643816128373146,0.06358970701694489,0.917410671710968,0.0005
60,0.0023528788029372493,0.0348636656999588,0.048505861312150955,0.9519467353820801,0.003611158775655847,0.04169504716992378,0.05993019789457321,0.9266429543495178,0.0005
61,0.0023690636438511363,0.03510235995054245,0.04867282509803772,0.9516153335571289,0.004842465155218777,0.05287328362464905,0.06946724653244019,0.9014377593994141,0.0005
62,0.0023215715249925353,0.03460276126861572,0.04818304255604744,0.9525842070579529,0.003588240900027909,0.04146181419491768,0.059767238795757294,0.9270413517951965,0.0005
63,0.002205341011317034,0.033950064331293106,0.04696187376976013,0.9549571871757507,0.0034972730975009894,0.0408477708697319,0.058997321873903275,0.9289089441299438,0.0005
64,0.002285429481229426,0.034338802099227905,0.04780639708042145,0.9533225893974304,0.0035075898355755365,0.040581587702035904,0.05903760343790054,0.9288118481636047,0.0005
65,0.002054972862418516,0.03253273665904999,0.04533189907670021,0.9580296874046326,0.003476523708454088,0.04086606949567795,0.05877407267689705,0.9294459819793701,0.00025
66,0.0020493088905768307,0.032535042613744736,0.0452689602971077,0.9581461548805237,0.003992745983659437,0.044479966163635254,0.06304608285427094,0.9188167452812195,0.00025
67,0.00202454855093645,0.0324334017932415,0.04499553516507149,0.9586501717567444,0.0035564068606809564,0.04139188304543495,0.05949992686510086,0.9276925325393677,0.00025
68,0.002003368878605832,0.03204912692308426,0.04475827515125275,0.9590851068496704,0.003473395065061356,0.03987547382712364,0.05867721140384674,0.9296783208847046,0.00025
69,0.0019628594991994786,0.031833257526159286,0.04430467262864113,0.9599102139472961,0.00360008173524157,0.040969423949718475,0.05981189012527466,0.9269323348999023,0.00025
70,0.0019263710456294,0.031616948544979095,0.04389125108718872,0.9606549143791199,0.003408496268093586,0.040088847279548645,0.05819197744131088,0.93083655834198,0.00025
71,0.0018722438761314389,0.03117007575929165,0.04326912388205528,0.9617623686790466,0.0034937327237505662,0.04112904146313667,0.05894149839878082,0.9290434122085571,0.00025
72,0.00188450388854132,0.031445663422346115,0.04341081529855728,0.9615115523338318,0.0034668152098004754,0.040954116731882095,0.05870090425014496,0.9296215176582336,0.00025
73,0.0018439350169989588,0.030908027663826942,0.04294154420495033,0.9623391628265381,0.003337035176197165,0.039506059139966965,0.05760161951184273,0.9322327971458435,0.00025
74,0.0018609331017547606,0.03111664205789566,0.043138787150382996,0.9619923830032349,0.003612218069304761,0.0415487214922905,0.059940651059150696,0.9266173839569092,0.00025
75,0.0018344224100907477,0.031021522358059883,0.04282927140593529,0.9625358581542969,0.0035835790545924715,0.042338721454143524,0.05969226360321045,0.9272242784500122,0.00025
76,0.001808474113033372,0.03045741282403469,0.04252596199512482,0.9630646109580994,0.0033997187856584787,0.03947490081191063,0.058076124638319016,0.9311116933822632,0.00025
77,0.001821307830696913,0.03083472140133381,0.04267759621143341,0.9628007411956787,0.0036960142346000985,0.043218910694122314,0.060644760727882385,0.924883246421814,0.00025
78,0.0017729729871834386,0.03031056374311447,0.04210638627409935,0.9637898206710815,0.0033246643571673254,0.03903855010867119,0.05747812241315842,0.9325230717658997,0.00025
79,0.0017975365130493304,0.03072945959866047,0.042397405952215195,0.9632875919342041,0.003961601306831366,0.044779472053050995,0.0627354085445404,0.919614851474762,0.00025
80,0.0017544553359664177,0.030232300981879234,0.041886813938617706,0.964166522026062,0.0034464559591326272,0.04078945145010948,0.058475516736507416,0.9301609396934509,0.00025
81,0.0016460534217986184,0.029484909027814865,0.04057176411151886,0.9663811922073364,0.00343842040992489,0.040094293653964996,0.05846107751131058,0.9301953911781311,0.00025
82,0.0016890758079720423,0.029534045606851578,0.04109857976436615,0.9655024409294128,0.004066743312011424,0.04650659114122391,0.06353777647018433,0.91754549741745,0.00025
83,0.0015980075777589575,0.028857816010713577,0.03997517004609108,0.967362642288208,0.0035101152637875394,0.041243456304073334,0.059069499373435974,0.9287348985671997,0.00025
84,0.0017652842349016526,0.03051133081316948,0.04201553016901016,0.9639459252357483,0.0037802736961135737,0.04333270341157913,0.06124167516827583,0.9233972430229187,0.00025
85,0.0016346964922627346,0.029389288276433945,0.040430281311273575,0.9666152596473694,0.003675800282508135,0.04278869181871414,0.060430411249399185,0.9254133105278015,0.00025
86,0.0016067748414290031,0.02901117131114006,0.040083929896354675,0.9671847820281982,0.0033352031176419636,0.03987288475036621,0.057599470019340515,0.9322378635406494,0.00025
87,0.0015731506634053568,0.028714951127767563,0.03966270014643669,0.967870831489563,0.0038859218260959573,0.044846490025520325,0.06212684512138367,0.9211668372154236,0.00025
88,0.001658151796222008,0.029574554413557053,0.040720999240875244,0.9661334156990051,0.003572055739105532,0.04222201928496361,0.05957304686307907,0.9275146722793579,0.00025
89,0.0016568332641766776,0.029424145817756653,0.0407034270465374,0.9661626219749451,0.0033643609280452915,0.039158351719379425,0.05785233899950981,0.9316415786743164,0.00025
90,0.0015074272144698358,0.028286607936024666,0.0388251394033432,0.9692134857177734,0.0032938841215677953,0.03892821446061134,0.057231977581977844,0.9330997467041016,0.000125
91,0.0015251141196998123,0.028176939114928246,0.0390532910823822,0.9688506126403809,0.003364242515281627,0.039573799818754196,0.05778555944561958,0.9317992925643921,0.000125
92,0.0014567055970730399,0.027821239084005356,0.03816696256399155,0.9702484607696533,0.0034328663207002378,0.03975179046392441,0.058381129056215286,0.9303861856460571,0.000125
93,0.0014433645527659846,0.027396520599722862,0.037992093712091446,0.9705204367637634,0.003355882461427858,0.03956160321831703,0.05771685019135475,0.9319613575935364,0.000125
94,0.0013889872641677675,0.02714175544679165,0.03726959228515625,0.9716309905052185,0.0033945305591547175,0.03962809219956398,0.05801362916827202,0.9312598705291748,0.000125
95,0.0014130350006212975,0.02710893005132675,0.037590306252241135,0.9711406826972961,0.003672786730978834,0.04108859971165657,0.060360271483659744,0.9255863428115845,0.000125
96,0.0014638354577555402,0.027673980221152306,0.03825994208455086,0.9701033234596252,0.0034296117649462664,0.03992944210767746,0.058303702622652054,0.9305707216262817,0.000125
97,0.001429785368026503,0.02728082984685898,0.03781275078654289,0.9707980751991272,0.0034292981665777532,0.039620257914066315,0.058342643082141876,0.9304779767990112,0.000125
98,0.0013963456907084575,0.027149153873324394,0.037368305027484894,0.9714805483818054,0.003409034241677115,0.039813242852687836,0.058125440031290054,0.9309946298599243,0.000125
99,0.001382484140215229,0.027030277997255325,0.037182025611400604,0.9717641472816467,0.003373725094685429,0.04012632742524147,0.057893767952919006,0.9315435886383057,0.000125
100,0.00142964522741835,0.02735106274485588,0.03781086951494217,0.9708009958267212,0.003375750647759751,0.0399581678211689,0.05787491053342819,0.9315881729125977,0.000125
101,0.0014449278913882106,0.027467139065265656,0.038011543452739716,0.9704902768135071,0.003635890242692671,0.04149828851222992,0.060082435607910156,0.9262697696685791,0.000125
102,0.0013996519714018843,0.027181351557374,0.037411097437143326,0.9714151620864868,0.0033461509983202346,0.039222899824380875,0.05758458003401756,0.9322728514671326,6.25e-05
103,0.0013355038198329908,0.02660219371318817,0.036544401198625565,0.9727242588996887,0.003314627028119407,0.039326928555965424,0.05733521282672882,0.9328581690788269,6.25e-05
104,0.0013065846943946544,0.026403352618217468,0.03614718094468117,0.9733139872550964,0.0033037976337302673,0.039111316204071045,0.057234011590480804,0.9330949783325195,6.25e-05
105,0.001335042056505687,0.026547664776444435,0.03653861582279205,0.9727329015731812,0.003317563500451414,0.03934299573302269,0.057344548404216766,0.9328362941741943,6.25e-05
106,0.001336676957345124,0.026625117287039757,0.036560967564582825,0.9726995229721069,0.0037293276798568272,0.042614374309778214,0.0608772411942482,0.9243062138557434,6.25e-05
107,0.0012909324934249806,0.026107793673872948,0.03592894226312637,0.9736352562904358,0.0033459393185024198,0.03940030187368393,0.05761067941784859,0.9322114586830139,6.25e-05
108,0.0013178625154221467,0.026336831972002983,0.03630296513438225,0.97308349609375,0.003334739012643695,0.03936856612563133,0.0575057677924633,0.9324581027030945,6.25e-05
109,0.0013198735928412952,0.026271527633070946,0.036330390721559525,0.9730427861213684,0.0033771787206397243,0.03915795311331749,0.05790262296795845,0.9315226674079895,6.25e-05
110,0.0013296543190805803,0.026414401829242706,0.03646437078714371,0.972843587398529,0.0034839205786977943,0.040750160813331604,0.05880989134311676,0.9293599128723145,6.25e-05
